id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
PLS_5369_Seg_0_Seg_0;PLS_5369_Seg_0_Seg_0;['EntsoG_Map_127719'];['SEQ_7533__L_LMGN', 'N_1437_S_LMGN'];[31.90728, 32.15596];[4.48039, 3.82341];['ES', 'PT'];None;{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 0, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 31.96256, 'length_km': 78.952703, 'long_mean': 4.104718, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [31.89977, 31.9077, 31.91039, 31.88105, 31.91015, 31.91754, 31.9196, 31.99742, 32.0505, 32.09336], 'path_long': [4.38907, 4.3195, 4.24417, 4.16107, 4.09274, 4.05089, 3.98753, 3.94718, 3.90422, 3.85644], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.12434000000000012, 'length_km': 0.08333333333333333, 'long_mean': 0.32848999999999995, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5374_Seg_0_Seg_0;PLS_5374_Seg_0_Seg_0;['EntsoG_Map_127863'];['SEQ_7521__L_LMGN', 'N_1437_S_LMGN'];[32.22182, 32.15596];[3.86062, 3.82341];['ES', 'PT'];None;{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 0, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 32.18889, 'length_km': 8.119933, 'long_mean': 3.842015, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [], 'path_long': [], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.03293000000000035, 'length_km': 0.5, 'long_mean': 0.018604999999999983, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5382_Seg_0_Seg_0;PLS_5382_Seg_0_Seg_0;['EntsoG_Map_128996'];['NutsCons_890', 'N_2438_S_LMGN'];[43.80879, 43.67314];[2.131635, 1.41428];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 512.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 43.784379, 'length_km': 73.511269, 'long_mean': 1.79974, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [43.77071, 43.81784, 43.86934, 43.8626, 43.83882, 43.79787, 43.78186, 43.77138, 43.74452, 43.73652, 43.72354], 'path_long': [2.03103, 2.01956, 2.0009, 1.9298, 1.87709, 1.82681, 1.76862, 1.71256, 1.60394, 1.57211, 1.50828], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.06782500000000267, 'length_km': 0.07692307692307693, 'long_mean': 0.3586775000000001, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5383_Seg_0_Seg_0;PLS_5383_Seg_0_Seg_0;['EntsoG_Map_128998'];['N_2555_S_LMGN', 'SEQ_15922_p'];[43.19444, 43.16264];[2.05452, 2.47576];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 320.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 43.168848, 'length_km': 36.655223, 'long_mean': 2.26275, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [43.16847, 43.1396, 43.1763, 43.17164], 'path_long': [2.13531, 2.20796, 2.30897, 2.39398], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.01589999999999847, 'length_km': 0.16666666666666666, 'long_mean': 0.21062000000000003, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5383_Seg_0_Seg_1;PLS_5383_Seg_0_Seg_1;['EntsoG_Map_128998'];['SEQ_15922_p', 'SEQ_4545__M_LMGN'];[43.16264, 43.11525];[2.47576, 2.63693];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 320.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 43.144413, 'length_km': 14.530885, 'long_mean': 2.55696, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [43.15535], 'path_long': [2.55819], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.023695000000000018, 'length_km': 0.3333333333333333, 'long_mean': 0.08058499999999989, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5384_Seg_0_Seg_0;PLS_5384_Seg_0_Seg_0;['EntsoG_Map_128998'];['SEQ_4545__M_LMGN', 'N_1811_S_LMGN'];[43.11525, 42.52917];[2.63693, 2.77037];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 512.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 42.863346, 'length_km': 90.646753, 'long_mean': 2.842426, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [43.1428, 43.1291, 43.10368, 43.02017, 42.93935, 42.86833, 42.79852, 42.72419, 42.68403, 42.61673, 42.55218], 'path_long': [2.72116, 2.8023, 2.894, 2.91252, 2.91249, 2.89983, 2.89171, 2.89905, 2.89989, 2.878, 2.83329], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.2930400000000013, 'length_km': 0.07692307692307693, 'long_mean': 0.06672000000000011, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5388_Seg_0_Seg_0;PLS_5388_Seg_0_Seg_0;['EntsoG_Map_129171'];['SEQ_4463__L_LMGN', 'N_886_S_LMGN'];[36.19673, 36.12326];[3.42662, 3.49626];['ES', 'PT'];None;{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 0, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 36.159995, 'length_km': 10.290496, 'long_mean': 3.46144, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [], 'path_long': [], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.03673500000000018, 'length_km': 0.5, 'long_mean': 0.034819999999999844, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5396_Seg_0_Seg_2;PLS_5396_Seg_0_Seg_2;['EntsoG_Map_129947'];['NutsCons_752', 'SEQ_1291__L_LMGN'];[47.62313, 47.3998];[-2.898667, -2.04612];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 1024.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 47.534645, 'length_km': 71.92688, 'long_mean': -2.412524, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [47.61038, 47.50527], 'path_long': [-2.45511, -2.2502], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.11166500000000211, 'length_km': 0.25, 'long_mean': 0.4262734999999999, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5408_Seg_0_Seg_0;PLS_5408_Seg_0_Seg_0;['EntsoG_Map_131358'];['N_1831_S_LMGN', 'SEQ_15951_p'];[43.85609, 43.83401];[10.57929, 10.86371];['ES', 'PT'];None;{'booked_against_dir': None, 'booked_with_dir': None, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': None, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 43.847352, 'length_km': 23.668247, 'long_mean': 10.724342, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [43.84142, 43.85789], 'path_long': [10.68318, 10.77119], 'start_year': None};{'booked_against_dir': None, 'booked_with_dir': None, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': None, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.011040000000001271, 'length_km': 0.25, 'long_mean': 0.14220999999999948, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': None, 'booked_with_dir': None, 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5408_Seg_0_Seg_1;PLS_5408_Seg_0_Seg_1;['EntsoG_Map_131358'];['SEQ_15951_p', 'SEQ_1525__L_LMGN'];[43.83401, 43.60762];[10.86371, 11.12837];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 128.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 43.740721, 'length_km': 40.227334, 'long_mean': 11.047984, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [43.80005, 43.7797, 43.76332, 43.73503, 43.66532], 'path_long': [10.94269, 11.01321, 11.08127, 11.15144, 11.1552], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.11319500000000104, 'length_km': 0.14285714285714285, 'long_mean': 0.1323300000000005, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5412_Seg_0_Seg_0;PLS_5412_Seg_0_Seg_0;['EntsoG_Map_131858'];['N_1835_S_LMGN', 'N_1175_S_LMGN'];[46.09508, 46.11265];[16.50029, 16.35233];['ES', 'PT'];None;{'booked_against_dir': None, 'booked_with_dir': None, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': None, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 46.103865, 'length_km': 11.577049, 'long_mean': 16.42631, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [], 'path_long': [], 'start_year': None};{'booked_against_dir': None, 'booked_with_dir': None, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': None, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.008784999999999599, 'length_km': 0.5, 'long_mean': 0.0739800000000006, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': None, 'booked_with_dir': None, 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': None, 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5419_Seg_0_Seg_0;PLS_5419_Seg_0_Seg_0;['EntsoG_Map_132227'];['N_1183_S_LMGN', 'SEQ_13729__S_LMGN'];[40.91891, 40.87881];[14.43101, 14.47869];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 832.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 40.89886, 'length_km': 5.997001, 'long_mean': 14.45485, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [], 'path_long': [], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.02004999999999768, 'length_km': 0.5, 'long_mean': 0.023839999999999858, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
PLS_5421_Seg_0_Seg_0;PLS_5421_Seg_0_Seg_0;['EntsoG_Map_132539'];['N_914_S_LMGN', 'SEQ_13739__S_LMGN'];[45.34653, 45.28867];[10.81807, 10.77349];['ES', 'PT'];None;{'booked_against_dir': 0.0, 'booked_with_dir': 192.0, 'diameter_mm': 900.0, 'end_year': None, 'est_uniDirection_perc': 100, 'is_H_gas': 1, 'is_bothDirection': None, 'lat_mean': 45.3176, 'length_km': 7.319609, 'long_mean': 10.79578, 'max_cap_M_m3_per_d': 27.39699999999984, 'max_pressure_bar': 70.0, 'nuts_id_1': ['ES6', 'PT1'], 'nuts_id_2': ['ES61', 'PT15'], 'nuts_id_3': ['ES615', 'PT150'], 'path_lat': [], 'path_long': [], 'start_year': None};{'booked_against_dir': 0, 'booked_with_dir': 0, 'diameter_mm': 248.43328895499334, 'end_year': None, 'est_uniDirection_perc': 0.5, 'is_H_gas': 0.5, 'is_bothDirection': None, 'lat_mean': 0.028929999999999012, 'length_km': 0.5, 'long_mean': 0.02228999999999992, 'max_cap_M_m3_per_d': 23.779395485614, 'max_pressure_bar': 12.661920621709703, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{'booked_against_dir': 'make_Attrib(const)', 'booked_with_dir': 'make_Attrib(const)', 'diameter_mm': 'Median(diameter_mm)', 'end_year': None, 'est_uniDirection_perc': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': None, 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median(max_cap_M_m3_per_d)', 'max_pressure_bar': 'Median(max_pressure_bar)', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};{}
